Year,COUNTY,MONTH,FEL_BEGINNING_CASELOAD,FEL_REC_COURT,FEL_REC_REINSTATED,FEL_REC_OTHER,FEL_RMVD_TERMINATED,FEL_RMVD_REVOKED,FEL_RMVD_OTHER,FEL_ENDING_CASELOAD,MISD_BEGINNING_CASELOAD,MISD_REC_COURT,MISD_REC_REINSTATED,MISD_REC_OTHER,MISD_RMVD_TERMINATED,MISD_RMVD_REVOKED,MISD_RMVD_OTHER,MISD_ENDING_CASELOAD,FEL_REC_TOTAL,FEL_RMVD_TOTAL,MISD_REC_TOTAL,MISD_RMVD_TOTAL,ALL_RMVD_OTHER,ALL_RMVD_REVOKED,ALL_RMVD_TERM,ALL_RMVD_TOTAL,ALL_REC_OTHER,ALL_REC_REINST,ALL_REC_COURT,ALL_REC_TOTAL
2014,Marin County,October,1365,27,6,0,18,24,0,1356,934,27,6,0,12,28,0,927,33,42,33,40,0,52,30,82,0,12,54,66
2014,Mariposa County,October,107,5,1,0,7,0,0,106,169,5,3,0,6,6,0,165,6,7,8,12,0,6,13,19,0,4,10,14
2014,Mendocino County,October,714,15,21,0,7,27,1,715,105,5,8,0,2,11,0,105,36,35,13,13,1,38,9,48,0,29,20,49
2014,Merced County,October,2883,78,66,0,40,61,0,2926,0,0,0,0,0,0,0,0,144,101,0,0,0,61,40,101,0,66,78,144
2014,Modoc County,October,92,1,0,1,0,1,0,93,36,1,0,0,0,2,0,35,2,1,1,2,0,3,0,3,1,0,2,3
2014,Mono County,October,186,3,0,0,3,0,6,180,78,2,0,0,3,0,4,73,3,9,2,7,10,0,6,16,0,0,5,5
2014,Monterey County,October,2089,33,20,0,23,27,20,2072,243,3,2,2,13,4,0,233,53,70,7,17,20,31,36,87,2,22,36,60
2014,Napa County,October,981,63,41,0,27,52,27,979,1084,32,22,0,44,24,5,1065,104,106,54,73,32,76,71,179,0,63,95,158
2014,Nevada County,October,458,19,0,0,5,0,42,430,133,2,0,0,1,0,15,119,19,47,2,16,57,0,6,63,0,0,21,21
2014,Orange County,October,12072,947,535,0,536,447,102,12469,3323,78,8,19,22,2,1,3403,1482,1085,105,25,103,449,558,1110,19,543,1025,1587
2014,Placer County,October,2380,80,1,0,21,5,32,2403,719,30,1,0,6,1,28,715,81,58,31,35,60,6,27,93,0,2,110,112
2014,Plumas County,October,140,8,11,0,6,7,0,146,124,6,7,0,5,5,0,127,19,13,13,10,0,12,11,23,0,18,14,32
2014,Riverside County,October,11558,443,190,27,307,308,0,11603,880,58,30,0,34,49,1,884,660,615,88,84,1,357,341,699,27,220,501,748
2014,Sacramento County,October,35720,630,483,92,90,514,67,36254,0,0,0,0,0,0,0,0,1205,671,0,0,67,514,90,671,92,483,630,1205
2014,San Benito County,October,279,16,1,0,7,7,0,282,163,2,1,0,0,0,0,166,17,14,3,0,0,7,7,14,0,2,18,20
2014,San Bernardino County,October,14688,597,1,76,624,6,19,14713,991,55,0,0,20,0,5,1021,674,649,55,25,24,6,644,674,76,1,652,729
2014,San Diego County,October,12313,418,140,0,265,404,5,12197,650,18,0,0,12,31,0,625,558,674,18,43,5,435,277,717,0,140,436,576
2014,San Francisco County,October,3573,85,100,36,91,14,172,3517,1308,30,23,3,17,4,53,1290,221,277,56,74,225,18,108,351,39,123,115,277
2014,San Joaquin County,October,6972,85,133,0,159,85,33,6913,6689,80,128,0,73,57,8,6759,218,277,208,138,41,142,232,415,0,261,165,426
2014,San Luis Obispo County,October,1638,89,62,3,68,57,3,1664,658,26,12,0,28,12,2,654,154,128,38,42,5,69,96,170,3,74,115,192
2014,San Mateo County,October,3856,94,40,0,82,53,22,3833,1639,64,10,0,42,20,3,1648,134,157,74,65,25,73,124,222,0,50,158,208
2014,Santa Barbara County,October,2765,135,80,0,47,91,17,2825,1625,126,54,0,80,73,3,1649,215,155,180,156,20,164,127,311,0,134,261,395
2014,Santa Clara County,October,7819,665,329,433,328,348,784,7786,2054,242,129,191,129,125,309,2053,1427,1460,562,563,1093,473,457,2023,624,458,907,1989
2014,Santa Cruz County,October,1722,34,38,0,8,30,8,1748,498,18,6,0,6,16,1,499,72,46,24,23,9,46,14,69,0,44,52,96
2014,Shasta County,October,1261,75,32,0,36,32,0,1300,8,0,0,0,0,0,0,8,107,68,0,0,0,32,36,68,0,32,75,107
2014,Sierra County,October,27,0,0,0,1,0,1,25,7,2,0,0,0,0,0,9,0,2,2,0,1,0,1,2,0,0,2,2
2014,Siskiyou County,October,427,15,10,0,8,22,2,420,10,0,0,0,0,0,0,10,25,32,0,0,2,22,8,32,0,10,15,25
2014,Solano County,October,2212,69,0,0,27,16,12,2226,739,24,0,0,11,3,9,740,69,55,24,23,21,19,38,78,0,0,93,93
2014,Sonoma County,October,1994,66,71,3,63,66,5,2000,447,24,16,0,15,20,20,432,140,134,40,55,25,86,78,189,3,87,90,180
2014,Stanislaus County,October,5053,48,145,3,29,188,26,5006,352,0,0,0,0,0,0,352,196,243,0,0,26,188,29,243,3,145,48,196
2014,Sutter County,October,881,29,16,4,4,18,32,876,21,6,0,0,3,3,1,20,49,54,6,7,33,21,7,61,4,16,35,55
2014,Tehama County,October,687,16,3,0,12,4,16,674,53,1,0,0,1,1,0,52,19,32,1,2,16,5,13,34,0,3,17,20
2014,Trinity County,October,178,12,0,0,2,0,7,181,17,0,0,0,1,0,0,16,12,9,0,1,7,0,3,10,0,0,12,12
2014,Tulare County,October,4671,165,80,7,72,77,18,4756,326,12,7,0,20,9,6,310,252,167,19,35,24,86,92,202,7,87,177,271
2014,Tuolumne County,October,687,28,5,2,24,26,2,670,563,9,0,0,26,2,0,544,35,52,9,28,2,28,50,80,2,5,37,44
2014,Ventura County,October,3280,117,7,0,87,37,0,3280,7649,228,29,0,89,177,0,7640,124,124,257,266,0,214,176,390,0,36,345,381
2014,Yolo County,October,2724,31,46,7,33,8,14,2753,37,0,0,0,0,0,0,37,84,55,0,0,14,8,33,55,7,46,31,84
2014,Yuba County,October,642,18,18,7,34,12,9,630,62,2,1,1,4,0,5,57,43,55,4,9,14,12,38,64,8,19,20,47
2014,Alameda County,November,9907,154,104,75,155,229,70,9786,162,6,1,1,2,4,1,163,333,454,8,7,71,233,157,461,76,105,160,341
2014,Alpine County,November,22,0,0,0,0,1,0,21,20,4,5,0,0,0,0,29,0,1,9,0,0,1,0,1,0,5,4,9
2014,Amador County,November,318,5,2,9,3,11,0,320,1021,26,2,0,30,4,0,1015,16,14,28,34,0,15,33,48,9,4,31,44
2014,Butte County,November,1126,31,39,0,15,51,21,1109,259,34,10,0,7,17,2,277,70,87,44,26,23,68,22,113,0,49,65,114
2014,Calaveras County,November,344,7,3,1,8,15,2,330,136,5,3,0,4,4,1,135,11,25,8,9,3,19,12,34,1,6,12,19
2014,Colusa County,November,82,3,1,0,3,6,0,77,35,4,1,0,2,0,0,38,4,9,5,2,0,6,5,11,0,2,7,9
2014,Contra Costa County,November,3733,79,6,14,107,3,38,3684,2,0,0,0,0,0,0,2,99,148,0,0,38,3,107,148,14,6,79,99
2014,Del Norte County,November,157,4,4,0,0,2,0,163,71,7,1,0,1,2,1,75,8,2,8,4,1,4,1,6,0,5,11,16
2014,El Dorado County,November,1031,26,13,0,19,10,10,1031,118,5,7,0,11,1,1,117,39,39,12,13,11,11,30,52,0,20,31,51
2014,Fresno County,November,6025,217,162,0,141,198,0,6065,1961,58,41,22,31,47,18,1986,379,339,121,96,18,245,172,435,22,203,275,500
2014,Glenn County,November,189,2,2,0,1,3,0,189,53,2,0,0,0,2,0,53,4,4,2,2,0,5,1,6,0,2,4,6
2014,Humboldt County,November,1297,15,0,3,22,4,12,1277,22,0,0,1,0,0,1,22,18,38,1,1,13,4,22,39,4,0,15,19
2014,Imperial County,November,2688,42,20,0,45,8,0,2697,51,0,0,0,0,0,0,51,62,53,0,0,0,8,45,53,0,20,42,62
2014,Inyo County,November,127,6,4,0,7,3,1,126,90,5,6,0,8,9,0,84,10,11,11,17,1,12,15,28,0,10,11,21
2014,Kern County,November,8319,151,17,12,210,25,20,8244,0,0,0,0,0,0,0,0,180,255,0,0,20,25,210,255,12,17,151,180
2014,Kings County,November,2214,31,6,5,27,16,9,2204,1924,28,5,6,31,6,2,1924,42,52,39,39,11,22,58,91,11,11,59,81
2014,Lake County,November,767,9,0,0,7,1,1,767,155,4,1,0,0,1,0,159,9,9,5,1,1,2,7,10,0,1,13,14
2014,Lassen County,November,244,7,0,0,2,1,1,247,163,6,0,0,1,0,0,168,7,4,6,1,1,1,3,5,0,0,13,13
2014,Los Angeles County,November,55856,1040,219,0,709,532,129,55745,116,1,2,0,7,2,0,110,1259,1370,3,9,129,534,716,1379,0,221,1041,1262
2014,Madera County,November,3026,22,25,0,8,25,10,3030,435,6,13,0,5,4,1,444,47,43,19,10,11,29,13,53,0,38,28,66
2014,Marin County,November,1356,19,5,0,16,14,0,1350,927,28,7,0,17,16,0,929,24,30,35,33,0,30,33,63,0,12,47,59
2014,Mariposa County,November,106,7,1,0,2,5,0,107,165,1,6,0,6,7,0,159,8,7,7,13,0,12,8,20,0,7,8,15
2014,Mendocino County,November,716,4,11,0,15,17,1,698,106,1,3,0,1,3,0,106,15,33,4,4,1,20,16,37,0,14,5,19
2014,Merced County,November,2915,30,35,0,31,38,1,2910,0,0,0,0,0,0,0,0,65,70,0,0,1,38,31,70,0,35,30,65
2014,Modoc County,November,93,1,0,0,1,0,0,93,35,4,0,0,0,1,0,38,1,1,4,1,0,1,1,2,0,0,5,5
2014,Mono County,November,180,6,0,0,4,0,1,181,73,9,0,0,5,0,1,76,6,5,9,6,2,0,9,11,0,0,15,15
2014,Monterey County,November,2072,11,33,0,17,14,50,2035,233,2,1,0,5,0,9,222,44,81,3,14,59,14,22,95,0,34,13,47
2014,Napa County,November,979,51,28,0,9,53,8,988,1065,33,17,0,32,34,6,1043,79,70,50,72,14,87,41,142,0,45,84,129
2014,Nevada County,November,430,16,0,0,17,0,0,429,119,1,1,0,3,0,6,112,16,17,2,9,6,0,20,26,0,1,17,18
2014,Orange County,November,12469,566,371,0,549,337,93,12427,3403,37,5,0,24,4,1,3416,937,979,42,29,94,341,573,1008,0,376,603,979
2014,Placer County,November,2329,39,0,0,12,13,20,2323,731,37,0,0,4,2,7,755,39,45,37,13,27,15,16,58,0,0,76,76
2014,Plumas County,November,146,9,7,0,1,3,0,158,127,3,7,0,7,3,0,127,16,4,10,10,0,6,8,14,0,14,12,26
2014,Riverside County,November,11603,276,157,18,242,237,0,11575,884,55,27,0,38,33,10,885,451,479,82,81,10,270,280,560,18,184,331,533
2014,Sacramento County,November,36254,405,349,103,108,368,120,36515,0,0,0,0,0,0,0,0,857,596,0,0,120,368,108,596,103,349,405,857
2014,San Benito County,November,282,4,1,1,5,76,5,202,166,4,1,5,1,6,1,168,6,86,10,8,6,82,6,94,6,2,8,16
2014,San Bernardino County,November,14713,473,0,12,557,3,14,14624,1021,21,0,5,177,4,0,866,485,574,26,181,14,7,734,755,17,0,494,511
2014,San Diego County,November,12197,171,111,0,210,283,3,11983,625,6,3,0,9,12,0,613,282,496,9,21,3,295,219,517,0,114,177,291
2014,San Francisco County,November,3517,54,99,11,87,17,138,3439,1290,24,17,1,18,1,58,1255,164,242,42,77,196,18,105,319,12,116,78,206
2014,San Joaquin County,November,6913,55,134,15,167,142,6,6802,6759,57,77,8,26,51,1,6823,204,315,142,78,7,193,193,393,23,211,112,346
2014,San Luis Obispo County,November,1664,59,40,2,45,34,6,1680,654,32,8,0,26,16,1,651,101,85,40,43,7,50,71,128,2,48,91,141
2014,San Mateo County,November,3833,60,36,0,89,33,14,3793,1648,61,7,0,21,14,1,1680,96,136,68,36,15,47,110,172,0,43,121,164
2014,Santa Barbara County,November,2753,71,60,0,55,69,11,2749,1658,140,45,0,72,39,3,1729,131,135,185,114,14,108,127,249,0,105,211,316
2014,Santa Clara County,November,7786,571,215,303,272,269,669,7665,2053,218,121,234,95,134,279,2118,1089,1210,573,508,948,403,367,1718,537,336,789,1662
2014,Santa Cruz County,November,1748,28,30,0,12,14,52,1728,499,17,5,2,3,9,0,511,58,78,24,12,52,23,15,90,2,35,45,82
2014,Shasta County,November,1300,36,16,0,31,16,0,1305,8,0,0,0,0,0,0,8,52,47,0,0,0,16,31,47,0,16,36,52
2014,Sierra County,November,25,0,0,0,0,0,0,25,9,0,0,0,1,0,0,8,0,0,0,1,0,0,1,1,0,0,0,0
2014,Siskiyou County,November,420,12,8,2,4,23,0,415,10,0,0,0,0,0,1,9,22,27,0,1,1,23,4,28,2,8,12,22
2014,Solano County,November,2131,41,0,0,34,6,8,2124,818,24,0,0,20,2,16,804,41,48,24,38,24,8,54,86,0,0,65,65
2014,Sonoma County,November,2000,44,42,0,54,57,5,1970,432,20,26,2,18,17,28,417,86,116,48,63,33,74,72,179,2,68,64,134
2014,Stanislaus County,November,5006,91,111,2,18,152,10,5030,352,0,0,0,0,0,0,352,204,180,0,0,10,152,18,180,2,111,91,204
2014,Sutter County,November,876,10,10,1,3,30,15,849,20,7,4,1,3,5,0,24,21,48,12,8,15,35,6,56,2,14,17,33
2014,Tehama County,November,674,17,3,0,2,3,4,685,52,3,1,0,1,0,2,53,20,9,4,3,6,3,3,12,0,4,20,24
2014,Trinity County,November,131,2,3,0,5,6,1,124,8,0,0,0,0,0,1,7,5,12,0,1,2,6,5,13,0,3,2,5
2014,Tulare County,November,4756,80,58,1,152,59,36,4648,310,12,17,1,17,6,4,313,139,247,30,27,40,65,169,274,2,75,92,169
2014,Tuolumne County,November,670,17,5,4,6,23,2,665,544,9,0,0,2,6,0,545,26,31,9,8,2,29,8,39,4,5,26,35
2014,Ventura County,November,2939,39,178,0,73,0,0,3083,7796,192,22,0,131,14,0,7865,217,73,214,145,0,14,204,218,0,200,231,431
2014,Yolo County,November,2753,24,28,10,30,8,9,2768,37,0,0,0,0,0,0,37,62,47,0,0,9,8,30,47,10,28,24,62
2014,Yuba County,November,630,18,11,4,23,3,15,622,57,1,0,0,6,0,4,48,33,41,1,10,19,3,29,51,4,11,19,34
2014,Alameda County,December,9786,160,98,114,176,225,77,9680,163,4,0,6,4,4,2,163,372,478,10,10,79,229,180,488,120,98,164,382
2014,Alpine County,December,21,1,0,0,0,0,0,22,29,2,3,0,0,0,0,34,1,0,5,0,0,0,0,0,0,3,3,6
2014,Amador County,December,320,6,10,8,11,16,6,311,1015,31,0,6,29,2,30,991,24,33,37,61,36,18,40,94,14,10,37,61
2014,Butte County,December,1109,42,33,0,15,58,5,1106,277,30,18,0,14,30,2,279,75,78,48,46,7,88,29,124,0,51,72,123
2014,Calaveras County,December,330,4,4,0,5,8,5,320,135,6,4,0,3,7,5,130,8,18,10,15,10,15,8,33,0,8,10,18
2014,Colusa County,December,77,3,2,0,0,4,1,77,38,2,1,0,1,4,1,35,5,5,3,6,2,8,1,11,0,3,5,8
2014,Contra Costa County,December,3684,128,15,24,85,4,47,3715,2,0,0,0,0,0,0,2,167,136,0,0,47,4,85,136,24,15,128,167
2014,Del Norte County,December,163,5,4,0,2,4,4,162,75,6,2,3,2,3,0,81,9,10,11,5,4,7,4,15,3,6,11,20
2014,El Dorado County,December,1042,22,10,0,29,9,15,1021,112,5,3,0,4,5,1,110,32,53,8,10,16,14,33,63,0,13,27,40
2014,Fresno County,December,6065,155,123,0,137,251,32,5923,1986,58,53,44,93,65,3,1980,278,420,155,161,35,316,230,581,44,176,213,433
2014,Glenn County,December,189,5,2,0,6,6,3,181,53,2,1,1,2,2,1,52,7,15,4,5,4,8,8,20,1,3,7,11
2014,Humboldt County,December,1277,21,0,3,31,2,40,1228,22,0,0,0,0,0,0,22,24,73,0,0,40,2,31,73,3,0,21,24
2014,Imperial County,December,2697,32,16,0,14,9,0,2722,51,0,0,0,0,0,0,51,48,23,0,0,0,9,14,23,0,16,32,48
2014,Inyo County,December,126,9,3,1,7,7,2,123,84,7,4,0,7,13,1,74,13,16,11,21,3,20,14,37,1,7,16,24
2014,Kern County,December,8244,185,14,10,266,36,22,8129,0,0,0,0,0,0,0,0,209,324,0,0,22,36,266,324,10,14,185,209
2014,Kings County,December,2204,42,2,11,24,18,17,2200,1924,33,4,0,43,2,2,1914,55,59,37,47,19,20,67,106,11,6,75,92
2014,Lake County,December,734,6,2,0,14,5,1,722,148,4,0,0,1,1,1,149,8,20,4,3,2,6,15,23,0,2,10,12
2014,Lassen County,December,241,5,0,0,9,1,1,235,176,2,0,0,4,5,5,164,5,11,2,14,6,6,13,25,0,0,7,7
2014,Los Angeles County,December,55229,1104,237,0,650,640,118,55162,108,0,0,0,4,1,0,103,1341,1408,0,5,118,641,654,1413,0,237,1104,1341
2014,Madera County,December,3030,38,16,0,35,64,2,2983,444,29,24,0,5,8,0,484,54,101,53,13,2,72,40,114,0,40,67,107
2014,Marin County,December,1350,28,7,0,13,22,0,1350,929,32,8,0,25,21,0,923,35,35,40,46,0,43,38,81,0,15,60,75
2014,Mariposa County,December,107,5,1,0,1,0,0,112,159,2,6,0,5,8,0,154,6,1,8,13,0,8,6,14,0,7,7,14
2014,Mendocino County,December,720,16,14,0,14,42,20,674,108,2,7,0,1,7,0,109,30,76,9,8,20,49,15,84,0,21,18,39
2014,Merced County,December,2885,31,50,0,48,69,3,2846,0,0,0,0,0,0,0,0,81,120,0,0,3,69,48,120,0,50,31,81
2014,Modoc County,December,93,1,0,0,0,1,1,92,38,5,0,0,2,0,0,41,1,2,5,2,1,1,2,4,0,0,6,6
2014,Mono County,December,181,7,0,0,2,1,5,180,76,4,0,0,3,0,0,77,7,8,4,3,5,1,5,11,0,0,11,11
2014,Monterey County,December,2035,48,33,0,7,23,44,2042,222,6,5,1,1,4,0,229,81,74,12,5,44,27,8,79,1,38,54,93
2014,Napa County,December,988,30,21,39,15,36,7,1020,1043,32,21,28,26,23,7,1068,90,58,81,56,14,59,41,114,67,42,62,171
2014,Nevada County,December,429,16,0,0,17,0,34,394,112,10,0,0,3,0,0,119,16,51,10,3,34,0,20,54,0,0,26,26
2014,Orange County,December,12427,584,338,0,757,457,70,12065,3416,0,3,0,28,8,1,3382,922,1284,3,37,71,465,785,1321,0,341,584,925
2014,Placer County,December,2321,53,1,0,18,15,26,2316,752,41,0,0,7,4,6,776,54,59,41,17,32,19,25,76,0,1,94,95
2014,Plumas County,December,158,6,1,0,15,7,1,142,127,11,1,0,7,6,2,124,7,23,12,15,3,13,22,38,0,2,17,19
2014,Riverside County,December,11575,295,156,23,368,228,0,11453,885,62,26,7,31,54,0,895,474,596,95,85,0,282,399,681,30,182,357,569
2014,Sacramento County,December,36515,443,322,97,102,436,143,36696,0,0,0,0,0,0,0,0,862,681,0,0,143,436,102,681,97,322,443,862
2014,San Benito County,December,202,9,0,0,5,9,7,190,168,4,0,6,1,3,0,174,9,21,10,4,7,12,6,25,6,0,13,19
2014,San Bernardino County,December,14624,487,0,15,593,4,82,14447,866,21,0,1,186,3,0,699,502,679,22,189,82,7,779,868,16,0,508,524
2014,San Diego County,December,11983,257,162,0,222,380,2,11819,648,15,2,0,34,12,0,619,419,604,17,46,2,392,256,650,0,164,272,436
2014,San Francisco County,December,3439,93,98,15,98,18,161,3368,1255,26,14,13,19,2,52,1235,206,277,53,73,213,20,117,350,28,112,119,259
2014,San Joaquin County,December,6802,69,137,15,223,82,17,6701,6823,63,120,1,63,76,3,6865,221,322,184,142,20,158,286,464,16,257,132,405
2014,San Luis Obispo County,December,1680,33,43,14,45,56,12,1657,651,33,10,0,31,11,1,651,90,113,43,43,13,67,76,156,14,53,66,133
2014,San Mateo County,December,3793,57,36,0,103,34,16,3733,1680,56,10,0,40,29,1,1676,93,153,66,70,17,63,143,223,0,46,113,159
2014,Santa Barbara County,December,2673,56,58,0,46,102,36,2603,1702,137,58,0,79,102,6,1710,114,184,195,187,42,204,125,371,0,116,193,309
2014,Santa Clara County,December,7665,588,202,174,346,292,674,7317,2118,287,150,433,184,202,343,2259,964,1312,870,729,1017,494,530,2041,607,352,875,1834
2014,Santa Cruz County,December,1728,21,37,0,3,26,70,1687,511,12,3,0,1,11,43,471,58,99,15,55,113,37,4,154,0,40,33,73
2014,Shasta County,December,1305,51,28,0,63,28,0,1293,8,0,0,0,0,0,0,8,79,91,0,0,0,28,63,91,0,28,51,79
2014,Sierra County,December,25,0,0,0,1,0,0,24,8,0,0,0,0,0,0,8,0,1,0,0,0,0,1,1,0,0,0,0
2014,Siskiyou County,December,424,13,8,1,13,19,2,412,9,0,0,0,0,0,0,9,22,34,0,0,2,19,13,34,1,8,13,22
2014,Solano County,December,2050,47,0,0,20,6,5,2066,894,23,0,0,26,1,21,869,47,31,23,48,26,7,46,79,0,0,70,70
2014,Sonoma County,December,1970,79,61,0,71,59,3,1977,417,22,36,3,25,15,50,388,140,133,61,90,53,74,96,223,3,97,101,201
2014,Stanislaus County,December,5030,43,54,2,12,184,4,4929,352,50,53,0,15,35,0,405,99,200,103,50,4,219,27,250,2,107,93,202
2014,Sutter County,December,849,20,9,4,5,24,9,844,24,2,0,0,0,5,0,21,33,38,2,5,9,29,5,43,4,9,22,35
2014,Tehama County,December,685,25,1,0,13,2,14,682,53,4,0,0,0,0,0,57,26,29,4,0,14,2,13,29,0,1,29,30
2014,Trinity County,December,124,4,0,0,3,2,2,121,7,2,0,0,1,0,1,7,4,7,2,2,3,2,4,9,0,0,6,6
2014,Tulare County,December,4648,88,50,15,96,41,33,4631,313,34,7,0,17,10,7,320,153,170,41,34,40,51,113,204,15,57,122,194
2014,Tuolumne County,December,665,27,9,4,69,29,12,595,545,18,0,0,34,9,0,520,40,110,18,43,12,38,103,153,4,9,45,58
2014,Ventura County,December,2695,62,11,0,33,100,0,2635,7966,216,30,0,112,312,0,7788,73,133,246,424,0,412,145,557,0,41,278,319
2014,Yolo County,December,2768,20,42,13,33,9,421,2380,37,0,0,0,0,0,0,37,75,463,0,0,421,9,33,463,13,42,20,75
2014,Yuba County,December,622,17,13,4,33,8,8,607,48,3,3,0,3,0,3,48,34,49,6,6,11,8,36,55,4,16,20,40
2015,Alameda County,January,9680,178,101,101,153,246,71,9590,163,5,0,4,4,7,1,160,380,470,9,12,72,253,157,482,105,101,183,389
2015,Alpine County,January,22,1,0,0,1,1,1,20,34,6,3,0,0,0,1,42,1,3,9,1,2,1,1,4,0,3,7,10
2015,Amador County,January,311,6,4,9,6,13,0,311,991,30,0,5,34,1,0,991,19,19,35,35,0,14,40,54,14,4,36,54
2015,Butte County,January,1259,46,47,0,24,69,12,1247,351,45,12,0,9,32,1,366,93,105,57,42,13,101,33,147,0,59,91,150
2015,Calaveras County,January,320,3,3,3,8,9,7,305,130,6,1,0,4,3,0,130,9,24,7,7,7,12,12,31,3,4,9,16
2015,Colusa County,January,77,4,2,1,1,3,1,79,35,1,3,0,0,2,2,35,7,5,4,4,3,5,1,9,1,5,5,11
2015,Contra Costa County,January,3715,63,4,24,65,6,47,3688,2,0,0,0,0,0,0,2,91,118,0,0,47,6,65,118,24,4,63,91
2015,Del Norte County,January,162,4,5,0,3,4,4,160,81,8,1,4,4,2,1,87,9,11,13,7,5,6,7,18,4,6,12,22
2015,El Dorado County,January,1002,28,13,0,23,10,7,1003,112,7,2,0,10,2,0,109,41,40,9,12,7,12,33,52,0,15,35,50
2015,Fresno County,January,5923,195,101,0,246,218,31,5724,1980,67,47,22,53,68,1,1994,296,495,136,122,32,286,299,617,22,148,262,432
2015,Glenn County,January,181,3,1,1,11,1,6,168,52,6,0,1,2,4,1,52,5,18,7,7,7,5,13,25,2,1,9,12
2015,Humboldt County,January,1228,18,0,5,13,7,81,1150,22,0,0,0,0,0,1,21,23,101,0,1,82,7,13,102,5,0,18,23
2015,Imperial County,January,2722,33,11,0,5,3,0,2758,51,0,0,0,0,0,0,51,44,8,0,0,0,3,5,8,0,11,33,44
2015,Inyo County,January,137,7,4,2,9,6,2,133,165,5,6,0,12,5,2,157,13,17,11,19,4,11,21,36,2,10,12,24
2015,Kern County,January,8129,157,10,6,353,41,31,7877,0,0,0,0,0,0,0,0,173,425,0,0,31,41,353,425,6,10,157,173
2015,Kings County,January,2200,44,2,11,39,15,20,2183,1914,28,3,1,49,8,8,1881,57,74,32,65,28,23,88,139,12,5,72,89
2015,Lake County,January,668,10,1,0,10,10,2,657,132,1,0,0,2,0,0,131,11,22,1,2,2,10,12,24,0,1,11,12
2015,Lassen County,January,235,3,0,0,10,2,2,224,170,3,0,0,6,0,0,167,3,14,3,6,2,2,16,20,0,0,6,6
2015,Los Angeles County,January,53834,1126,213,0,609,627,50,53887,97,0,0,0,2,2,0,93,1339,1286,0,4,50,629,611,1290,0,213,1126,1339
2015,Madera County,January,2983,10,23,0,17,55,4,2940,484,18,9,0,1,23,1,486,33,76,27,25,5,78,18,101,0,32,28,60
2015,Marin County,January,1350,17,4,0,13,14,0,1344,923,20,5,0,20,19,0,909,21,27,25,39,0,33,33,66,0,9,37,46
2015,Mariposa County,January,109,5,3,0,2,3,0,112,160,2,7,0,6,10,0,153,8,5,9,16,0,13,8,21,0,10,7,17
2015,Mendocino County,January,727,13,9,0,8,18,9,714,110,5,7,0,3,7,0,112,22,35,12,10,9,25,11,45,0,16,18,34
2015,Merced County,January,2821,43,44,0,41,80,3,2784,0,0,0,0,0,0,0,0,87,124,0,0,3,80,41,124,0,44,43,87
2015,Modoc County,January,92,0,0,0,1,0,0,91,41,3,0,0,0,1,0,43,0,1,3,1,0,1,1,2,0,0,3,3
2015,Mono County,January,180,2,0,0,1,0,2,179,77,3,0,0,0,0,0,80,2,3,3,0,2,0,1,3,0,0,5,5
2015,Monterey County,January,2042,12,15,0,7,33,61,1968,229,6,3,4,1,6,0,235,27,101,13,7,61,39,8,108,4,18,18,40
2015,Napa County,January,1020,38,30,9,13,56,10,1018,1068,44,30,4,30,32,8,1076,77,79,78,70,18,88,43,149,13,60,82,155
2015,Nevada County,January,619,12,5,0,14,2,18,602,150,3,0,0,3,0,13,137,17,34,3,16,31,2,17,50,0,5,15,20
2015,Orange County,January,12065,455,350,0,902,379,107,11482,3382,46,13,0,29,11,2,3399,805,1388,59,42,109,390,931,1430,0,363,501,864
2015,Placer County,January,2318,68,0,0,22,11,11,2342,786,25,0,0,9,3,2,797,68,44,25,14,13,14,31,58,0,0,93,93
2015,Plumas County,January,142,3,2,0,4,2,0,141,124,6,4,0,6,7,1,120,5,6,10,14,1,9,10,20,0,6,9,15
2015,Riverside County,January,11453,279,152,14,384,300,0,11214,895,58,37,9,44,70,0,885,445,684,104,114,0,370,428,798,23,189,337,549
2015,Sacramento County,January,36696,442,394,109,101,404,109,37027,0,0,0,0,0,0,0,0,945,614,0,0,109,404,101,614,109,394,442,945
2015,San Benito County,January,190,18,2,45,3,8,9,235,174,4,1,8,8,1,105,73,65,20,13,114,114,9,11,134,53,3,22,78
2015,San Bernardino County,January,24469,537,287,5,601,416,0,24281,508,3,7,1,184,4,0,331,829,1017,11,188,0,420,785,1205,6,294,540,840
2015,San Diego County,January,11685,314,107,0,323,311,3,11469,729,21,8,0,39,22,0,697,421,637,29,61,3,333,362,698,0,115,335,450
2015,San Francisco County,January,3368,77,97,3,80,19,188,3258,1235,32,18,32,17,3,61,1236,177,287,82,81,249,22,97,368,35,115,109,259
2015,San Joaquin County,January,6701,91,187,32,196,139,16,6660,6865,88,182,2,47,102,1,6987,310,351,272,150,17,241,243,501,34,369,179,582
2015,San Luis Obispo County,January,1584,46,57,11,63,52,30,1553,774,28,16,17,45,22,4,764,114,145,61,71,34,74,108,216,28,73,74,175
2015,San Mateo County,January,3733,42,41,0,100,42,13,3661,1676,57,9,0,22,16,2,1702,83,155,66,40,15,58,122,195,0,50,99,149
2015,Santa Barbara County,January,2542,71,46,0,40,99,36,2484,1809,154,44,0,103,82,3,1819,117,175,198,188,39,181,143,363,0,90,225,315
